Host full name,Gelechiidae species name,Rank,COL status,COL taxon page,GBIF taxonKey
Quercus wislizeni,Chionodes chrysopyla  Keifer; Chionodes raspyon  Hodges MS; Chionodes trichostola  Meyrick; Evippe sp.  ; Recurvaria sp.  ; Telphusa sedulitella  Busck; Xenolechia querciphaga  Keifer; Xenolechia staspa  Hodges MS,species,accepted,"https://www.catalogueoflife.org/data/taxon/6WRT3",
Retama raetam,Anarsia retamella  ChrÃ©tien; Mirificarma ocellinella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/6WSCD",2965095
Reynosia latifolia,Dichomeris condaliavorella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4RV88",3875241
Rhamnus,Hedma microcasis  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/78CD",3039471
Rhanterium adpressum,Aristotelia multistrigella  Ragonot,species,accepted,"https://www.catalogueoflife.org/data/taxon/4S3LC",3110115
Rhaphiolepis umbellata,Dichomeris ochthophora  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/9YFBB",7480375
Rhizophora mangle,Compsolechia mangelivora  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SCV5",3086528
Rhododendron,Coleotechnites huntella  Keifer; Neofaculta ericetella  Geyer; Neofaculta infernella  Herrich-SchÃ¤ffer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63QC9",2883026
Rhododendron occidentale,Coleotechnites huntella  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SGH7",2883077
Rhus,Anacampsis   ; Anacampsis rhoifructella  Clemens; Aristotelia rhoisella  Busck; Aristotelia roseosuffusella  Clemens; Pseudochelaria walsinghami  Dietz; Stenovalva disclusa  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63QFF",3190534
Rhus chinensis,Carpatolechia nephomicta (Meyrick),species,accepted,"https://www.catalogueoflife.org/data/taxon/4SMYY",3190553
Rhus coriaria,Aristotelia roseosuffusella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SMZF",3190563
Rhus dioica,Telphusa sarcochroma  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/4W76G",3662085
Rhus typhina,Anacampsis rhoifructella  Clemens; Pseudochelaria walsinghami  Dietz; Telphusa longifasciella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SND6",3190538
Rhynchosia minima,Aproaerema modicella  Deventer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SSN7",5350585
Ribes,Dichomeris   ; Gelechia ribesella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62ZCV",2986095
Ribes aureum,Filatima prognosticata  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SY7V",
Ribes cereum ?,Gelechia ribesella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4SY8X",2986127
Ricinus communis,Holophysis stagmatophoria  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/4T27V",5380041
Robinia,Filatima ornatifimbriella  Clemens; Filatima pseudacaciella  Chambers; Filatima xanthuris  Meyrick; Sinoe robiniella  Fitch,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7NF3Z",2952066
Robinia hispida,Filatima pseudacaciella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4T7XZ",
Robinia pseudoacacia,Filatima pseudacaciella  Chambers; Sinoe robiniella  Fitch,species,accepted,"https://www.catalogueoflife.org/data/taxon/4T7YV",5352251
Rosa spinosissima,Aristotelia decurtella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/78WGK",3002333
Rosmarinus officinalis,Symmoca rosmarinella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/8X58V",2926634
Rotala,Aristotelia palamota  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/64498",3188668
Rubia,Dichomeris,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W37Z",2892184
Rubia peregrina,Monochroa melagonella  Constant,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TJ2Y",2892347
Rubus,Argolamprotes micella  Denis & Schiff.; Dichomeris derasella  Denis & Schiff.; Monochroa disconotella  Chambers; Monochroa tenebrella  Hubner,genus,accepted,"https://www.catalogueoflife.org/data/taxon/643JJ",2988638
Rubus buergeri,Dichomeris hoplocrates  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TJN9",2991442
Rubus chamaemorus,Chionodes viduella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TJR6",2998290
Rubus idaeus,Argolamprotes micella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TKGB",
Rubus sieboldii,Dichomeris hoplocrates  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TLPM",2995482
Rudbeckia,Dichomeris costarufoella  Chambers; Isophrictis rudbeckiella  Bottimer; Isophrictis similiella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63RK3",3114220
Rudbeckia hirta,Isophrictis similiella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TMB7",3114225
Rumex,Argolamprotes micella  Denis & Schiff.; Chionodes discoocellella  Chambers; Chionodes ochreostrigella  Chambers; Monochroa palustrellus  Douglas,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7B4R",2888942
Rumex acetosella,Aroga velocella  Zeller; Monochroa rumicetella  Hofmann; Monochroa tenebrella  Hubner; Neofriseria peliella  Treitschke; Neofriseria singula  Staudinger; Teleiopsis diffinis  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TPGK",2888995
Rumex crispus,Chionodes ochreostrigella  Chambers; Monochroa palustrella  Douglas; Scrobipalpa clintoni  Povolny,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TPLP",8195144
Rumex lunaria,Monochroa rebeli  Hering; Teleiopsis lunariella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TPRS",4032398
Rumex scutatus,Gladiovalva rumicivorella  MilliÃ¨re; Monochroa scutatella  MÃ¼ller-Rutz,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TPWY",
Sabal glaucescens,Besciva nr. longitudinella  Busck,species,,"https://www.catalogueoflife.org/data/taxon/6WYND",
Sabal longepedunculata,Besciva nr. longitudinella  Busck,species,,,
Saccharum officinarum,Ephysteris promptella  Staudinger; Scrobipalpula absoluta  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4TWQL",2703912
Sacciolepis,Helcystogramma arotraea  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W38M",2703625
Salicornia,Scrobipalpa salinella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63RMC",3083796
Salicornia fruticosa,Scrobipalpa omachella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XB68",5567884
Salix,Anacampsis innocuella  Zeller; Anacampsis niveopulvella  Chambers; Anacampsis populella  Clerck; Anacampsis temerella  Lienig & Zeller; Aristotelia fungivorella  Clemens; Aristotelia roseosuffusella  Clemens; Aristotelia salicifungiella  Clemens; Capidentalia salicicola  Park; Capidentalia salicicolella  Kuznetsov; Coleotechnites gallicola  Busck; Dichomeris ustalella  Fabricius; Filatima inquilinella  Busck; Gelechia basipunctella  Herrich-SchÃ¤ffer; Gelechia cuneatella  Douglas; Gelechia mandella  Busck; Gelechia muscosella  Zeller; Gelechia sororculella  Hubner; Hypelictis albiscripta  Meyrick; Psoricoptera gibbosella  Zeller; Teleiodes notatella  Hubner; Telphusa sedulitella  Busck; Xenolechia sp.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7BWB",3039576
Salix alba,Gelechia asinella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XCGV",5372513
Salix caprea,Gelechia muscosella  Zeller; Teleiodes notatella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XCBJ",5372952
Salix elaeagnos,Gelechia asinella  Hubner,species,synonym,,
Salix exigua,Aristotelia fungivorella  Clemens; Aristotelia salicifungiella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XC73",5372559
Salix hindsiana,Anacampsis sacramenta  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XC73",5372587
Salix lasiolepis,Coleotechnites gallicola  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XC7R",5372744
Salix lucida caudata,Gelechia caudatae  Clarke,species,accepted,"https://www.catalogueoflife.org/data/taxon/5KZ9Y",7722795
Salix repens,Anacampsis populella  Clerck; Anacampsis temerella  Lienig & Zeller,species,synonym,"https://www.catalogueoflife.org/data/taxon/6XDTK",
Salix rorida,Psoricoptera gibbosella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XDVY",
Salix sessilifolia,Anacampsis sacramenta  Keifer; Filatima saliciphaga  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XDVR",5372936
Salsola,Scrobipalpa traganella  ChrÃ©tien,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7BYH",3083944
Salsola orientalis,Scrobipalpa salsolella  Amsel,species,accepted,"https://www.catalogueoflife.org/data/taxon/47JXC",6035630
Sanguisorba,Aristotelia decurtella  Hubner,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7C7M",3029383
Santolina,Isophrictis lineatellus  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7C9M",3125925
Santolina chamaecyparissus,Isophrictis cerdanica  Nel; Isophrictis lineatellus  Zeller; Sophronia santolinae  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XJTW",3125933
Santolina rosmarinifolia,Sophronia santolinae  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/79K4L",
Sapindus mukorossi,,species,accepted,"https://www.catalogueoflife.org/data/taxon/79LBS",
Sapium sebiferum,Dichomeris cymatodes  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/7CP2C",5377858
Saponaria ocymoides,Caryocolum fischerella  Treitschke; Pogochaetia solitaria  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/79L79",
Saponaria officinalis,Caryocolum fischerella  Treitschke,species,accepted,"https://www.catalogueoflife.org/data/taxon/6XL6Y",3085360
Sarcobatus vermiculatus,Scrobipalpa atriplicella  Fischer v. RÃ¶sl.,species,accepted,"https://www.catalogueoflife.org/data/taxon/79LYM",3083990
Schima,Anarsia isogona  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63RD9",7313761
Schinus terebinthifolius,Crasimorpha infuscata  Hodges,species,synonym,,
Schizachyrium scoparium,Stereomita andropogonis  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/4V9YT",2704432
Schizogyne obtusifolia,Stomopteryx schizogynae  Walsingham,species,synonym,"https://www.catalogueoflife.org/data/taxon/4VB67",
Scirpus,Aristotelia robusta  Braun,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W3GB",2720078
Scirpus atrovirens,Aristotelia robusta  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/4VLPX",
Scirpus maritimus,Monochroa moyses  Uffen,species,accepted,"https://www.catalogueoflife.org/data/taxon/MBPL",2718334
Scrophularia lucida,Nothris congressariella  Bruand,species,accepted,"https://www.catalogueoflife.org/data/taxon/4VZCF",8187471
Scrophularia scorodonia,Nothris congressariella  Bruand,species,accepted,"https://www.catalogueoflife.org/data/taxon/4VZJ6",7477038
Scutellaria,Scrobipalpa scutellariaeella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W3H6",2926730
Scutellaria lateriflora,Scrobipalpa scutellariaeella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4W2C9",5341325
Secale cereale,Sitotroga cerealella  Olivier,species,accepted,"https://www.catalogueoflife.org/data/taxon/4W83N",2705966
Securinega suffruticosa,Aristotelia mesotenebrella Park; Deltophora fuscomaculata Park,species,accepted,"https://www.catalogueoflife.org/data/taxon/6JB9X",3079321
Senna corymbosa,Mesophleps palpigera  Walsingham; Stegasta bosqueella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4WP8W",
Senna obtusifolia,Mesophleps palpigera  Walsingham; Stegasta variana  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4WPBZ",
Serratula tinctoria,Metzneria metzneriella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/4WXSY",5388835
Sesamum indicum,Bilobata subsecivella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4WYTB",3172622
Sesbania,Anarsia altercata  Meyrick; Dichomeris acuminatus  Staudinger,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CM2N",7854649
Sesbania grandiflora,Dichomeris ferruginosa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/9DM67",8281950
Sesbania sericea,Dichomeris acuminatus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/4WZ6Y",2970735
Sesbania sesban,Dichomeris acuminatus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/4WZ6Z",2970648
Shorea robusta,Brachmia resoluta  Meyrick; Kertomesis anaphracta  Meyrick; Mesophleps palpigera  Walsingham; Stegasta variana  Meyrick; Telphusa inferialis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4X52Q",3189684
Sida,Chionodes mariona  Heinrich,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7GNH",3152100
Sida cordifolia,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/4X7TD",5406755
Sidalcea malviflora,Chionodes sp. A,species,accepted,"https://www.catalogueoflife.org/data/taxon/4X8MJ",3152720
Silene,Caryocolum viscariella  Stainton,genus,accepted,"https://www.catalogueoflife.org/data/taxon/644QW",3085897
Silene alba,Caryocolum viscariella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCQD",3085897
Silene dioica,Caryocolum viscariella  Stainton; Cosmardia moritzella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XC2G",5384795
Silene gallica,Caryocolum cauligenella  Schmid,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XC79",5384848
Silene inaperta,Caryocolum cauligenella  Schmid,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCCH",6364575
Silene linoides,Caryocolum saginella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCHL",8416996
Silene longicilia,Caryocolum cauligenella  Schmid,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCJ8",
Silene nicaeensis,Caryocolum provinciella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCQ7",7533371
Silene nocteolons,Caryocolum marmoreum  Haworth,species,,,
Silene nutans,Caryocolum cauligenella  Schmid; Caryocolum tischeriella  Zeller; Caryocolum vicinella  Douglas; Chrysoesthia eppelsheimi  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCR2",
Silene otites,Caryocolum cauligenella  Schmid,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XCST",7746901
Silene pratensis,Caryocolum cauligenella  Schmid,species,,"https://www.catalogueoflife.org/data/taxon/6Z2GN",
Silene rotundifolia,Caryocolum protecta  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XD38",5384824
Silene saxifraga,Caryocolum saginella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XD52",
Silene vulgaris,Caryocolum cauligenella  Schmid; Caryocolum inflativorella  Klimesch; Caryocolum vicinella  Douglas; Caryocolum viscariella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XDFW",9172281
Silene vulgaris maritima,Caryocolum leucomelanella  Zeller; Caryocolum vicinella  Douglas,species,synonym,,
Solanum,Frumenta nundinella  Zeller; Gnorimoschema epithymella  Staudinger; Phthorimaea operculella  Zeller; Scrobipalpa ergasima  Meyrick; Scrobipalpa heliopa  Lower; Scrobipalpa incola  Meyrick; Symmetrischema striatella  Murtfeldt; Symmetrischema tangolias  Gyen; Tildenia glochinella  Zeller; Tildenia gudmannella  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63SD9",2928997
Solanum americanum,Keiferia lycopersicella  Walsingham; Symmetrischema striatella  Murtfeldt,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XZGL",2930222
Solanum capsicoides,Phthorimaea operculella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XZV3",
Solanum carolinense,Frumenta nundinella  Zeller; Isophrictis similiella  Chambers; Phthorimaea operculella  Zeller; Tildenia glochinella  Zeller; Tildenia inconspicuella  Murtfeldt,species,accepted,"https://www.catalogueoflife.org/data/taxon/4XZVH",2932011
Solanum douglasii,Symmetrischema striatella  Murtfeldt,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y2B6",
Solanum dubium,Scrobipalpa heliopa  Lower,species,,"https://www.catalogueoflife.org/data/taxon/4Y2BD",
Solanum dulcamara,Phthorimaea operculella  Zeller; Scrobipalpa costella  Westwood,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y2BH",2932737
Solanum elaeagnifolium,Frumenta nephelomicta  Meyrick,species,synonym,"https://www.catalogueoflife.org/data/taxon/B3FZY",
Solanum erianthum,Scrobipalpa ergasima  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/6Z5G8",2931461
Solanum furcatum,Symmetrischema striatella  Murtfeldt,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y2HW",
Solanum gracilius,Scrobipalpula absoluta  Meyrick,species,synonym,"https://www.catalogueoflife.org/data/taxon/4Y2LP",
Solanum incanum,Scrobipalpa ergasima  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y2TL",2929691
Solanum melongena,Gnorimoschema epithymella  Staudinger; Hedma microcasis  Meyrick; Keiferia lycopersicella  Walsingham; Megalocypha melongenae  Povolny & Brad.; Megalocypha microcasis?  Meyrick; Phthorimaea operculella  Zeller; Scrobipalpa blapsigona  Meyrick; Scrobipalpa ergasima  Meyrick; Scrobipalpa heliopa  Lower; Scrobipalpa incola  Meyrick; Scrobipalpula absoluta  Meyrick; Tildenia glochinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/6YTHR",2930617
Solanum muricatum,Keiferia colombiana  Povolny; Symmetrischema tangolias  Gyen,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y3F3",2931290
Solanum nigrum,Gnorimoschema epithymella  Staudinger; Keiferia lycopersicella  Walsingham; Symmetrischema striatella  Murtfeldt; Symmetrischema tangolias  Gyen,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y3H2",9150405
Solanum paniculatum,Phthorimaea operculella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y3N3",2932547
Solanum quitoense,Keiferia colombiana  Povolny; Scrobipalpula isochlora  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y3XF",6403105
Solanum racemiflorum,Phthorimaea operculella  Zeller,species,synonym,"https://www.catalogueoflife.org/data/taxon/B4MY8",
Solanum saponaceum,Keiferia colombiana  Povolny; Scrobipalpula isochlora  Meyrick,species,synonym,"https://www.catalogueoflife.org/data/taxon/4Y457",
Solanum sisymbriifolium,Gnorimoschema epithymella  Staudinger; Phthorimaea operculella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y49N",2932184
Solanum torvum,Gnorimoschema sp.  ; Keiferia lycopersicella  Walsingham; Phthorimaea operculella  Zeller; Scrobipalpa ergasima  Meyrick; Symmetrischema striatella  Murtfeldt,species,synonym,"https://www.catalogueoflife.org/data/taxon/4Y4HM",
Solanum tuberosum,Brachmia insulsa  Meyrick; Bryotropha galbanella  Zeller; Gnorimoschema epithymella  Staudinger; Helcystogramma convolvuli  Walsingham; Keiferia lycopersicella  Walsingham; Phthorimaea operculella  Zeller; Scrobipalpopsis solanivora  Povolny; Scrobipalpula absoluta  Meyrick; Symmetrischema tangolias  Gyen; Tildenia glochinella  Zeller,species,synonym,"https://www.catalogueoflife.org/data/taxon/4Y4K5",
Solanum umbelliferum,Keiferia lycopersicella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y4L6",2932678
Solanum xanti,Keiferia lycopersicella  Walsingham; Tildenia altisolani  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/7ZF8M",2930828
Solidago,Dichomeris agonia  Hodges; Dichomeris aleatrix  Hodges; Dichomeris bilobella  Zeller; Dichomeris copa  Hodges; Dichomeris flavocostella  Clemens; Dichomeris inserrata  Walsingham; Dichomeris juncidella  Clemens; Dichomeris leuconotella  Busck; Dichomeris levisella  Fyles; Dichomeris ochripalpella  Zeller; Dichomeris setosella  Clemens; Dichomeris stipendiaria  Braun; Gnorimoschema   ; Gnorimoschema banksiella  Busck; Gnorimoschema gallaeasterella  Kellicott; Gnorimoschema gallaesolidaginis  Riley; Gnorimoschema salinaris  Busck; Isophrictis similiella  Chambers; Scrobipalpula artemisiella  Kearfott; Scrobipalpula sacculicola  Braun,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7JH2",5388868
Solidago caesia,Dichomeris leuconotella  Busck; Gnorimoschema gallaeasterella  Kellicott,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y76N",5389076
Solidago canadensis,Gnorimoschema gallaesolidaginis  Riley; Gnorimoschema sp. B  ; Scrobipalpa sp. B,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y76S",5389029
Solidago canadensis scabra,Dichomeris ochripalpella  Zeller; Gnorimoschema gallaesolidaginis  Riley,species,synonym,,
Solidago flexicaulis,Dichomeris bilobella  Zeller; Dichomeris euprepes  Hodges; Gnorimoschema gallaeasterella  Kellicott,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y79N",5389012
Solidago gigantea,Gnorimoschema gallaesolidaginis  Riley,species,accepted,"https://www.catalogueoflife.org/data/taxon/6Z4X2",5389017
Solidago rigida,Gnorimoschema gibsoniella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y7H9",5389156
Solidago rugosa,Dichomeris leuconotella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y7HH",5388967
Solidago sempervirens,Gnorimoschema salinaris  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y7J2",5388927
Solidago simplex,Chionodes sp. B  ; Gnorimoschema sp. A,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y7JC",
Solidago uliginosa,Dichomeris leuconotella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/6YT9D",5388889
Solidago uliginosa uliginosa,Gnorimoschema gallaeasterella  Kellicott,species,accepted,"https://www.catalogueoflife.org/data/taxon/6YT9D",5704305
Sonneratia alba,Heliangara   ; Hypatima,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Y9T7",5406998
Sophora tomentosa,Mesophleps epiochra  Meyrick; Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/6Z6FS",2958970
Sorghum,Ephysteris promptella  Staudinger; Holophysis stagmatophoria  Walsingham; Sitotroga cerealella  Olivier,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W3NG",2705180
Sorghum bicolor,Sitotroga cerealella  Olivier,species,accepted,"https://www.catalogueoflife.org/data/taxon/4YC6L",2705181
Sorghum bicolor arundinaceum,Sitotroga cerealella  Olivier,species,accepted,"https://www.catalogueoflife.org/data/taxon/4YC66",4108319
Sorghum bicolor bicolor,Sitotroga cerealella  Olivier,species,ambiguous synonym,"https://www.catalogueoflife.org/data/taxon/4YC6L",
Spergularia,Scrobipalpa salinella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7KBC",8832859
Spergularia azorica,Scrobipalpa salinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/6Z95S",3813164
Spergularia media,Caryocolum alsinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/9KGGN",7570897
Spergularia rubra,Caryocolum vicinella  Douglas,species,accepted,"https://www.catalogueoflife.org/data/taxon/4YJJ6",
Spermacoce articularis,Aproaerema modicella  Deventer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4YJL8",2918203
Spondias pinnata,Hypatima spathota  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4Z9VQ",3661030
Stackhousia spathulata,Scrobipalpa marina  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4ZGC9",5553241
Staehelina,Metzneria paucipunctella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63TW9",3112542
Staehelina dubia,Scrobipalpa suasella  Constant,species,accepted,"https://www.catalogueoflife.org/data/taxon/4ZGJ9",3112552
Stellaria,Caryocolum fraternella  Douglas; Caryocolum junctella  Douglas; Caryocolum petryi  Hofmann,genus,accepted,"https://www.catalogueoflife.org/data/taxon/4PZ",3085667
Stellaria alsine,Caryocolum fraternella  Douglas; Caryocolum huebneri  Haworth; Caryocolum kroesmanniella  Herrich-SchÃ¤ffer; Caryocolum tricolorella  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/4ZR8T",5384606
Stellaria graminea,Caryocolum fraternella  Douglas,species,accepted,"https://www.catalogueoflife.org/data/taxon/6ZJ3L",5384616
Stellaria graminea ?,Caryocolum kroesmanniella  Herrich-SchÃ¤ffer,species,accepted,"https://www.catalogueoflife.org/data/taxon/6ZJ3L",5384616
Stellaria holostea,Caryocolum blandella  Douglas; Caryocolum fraternella  Douglas; Caryocolum huebneri  Haworth; Caryocolum kroesmanniella  Herrich-SchÃ¤ffer; Caryocolum tricolorella  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/7WQVF",5384676
Stellaria media,Caryocolum junctella  Douglas; Caryocolum kroesmanniella  Herrich-SchÃ¤ffer; Caryocolum proximum  Haworth; Caryocolum vicinella  Douglas,species,accepted,"https://www.catalogueoflife.org/data/taxon/4ZRH7",5384604
Stellaria media ?,Caryocolum blandella  Douglas; Caryocolum tricolorella  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/4ZRH7",5384604
Stellaria nemorum,Caryocolum cassella  Walker; Caryocolum klosi  Rebel,species,accepted,"https://www.catalogueoflife.org/data/taxon/4ZRJ9",6363434
Stellaria nemorum ?,Caryocolum kroesmanniella  Herrich-SchÃ¤ffer,species,synonym,,
Stipa,Ephysteris promptella  Staudinger,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W3TX",2704463
Stipa conspicuum,Megacraspedus calamogonus  Meyrick,species,,,
Stipa tenacissima,Megacraspedus peyerimhoffi  le Cerf,species,accepted,"https://www.catalogueoflife.org/data/taxon/3X44K",3073
Stylosanthes,Stegasta bosqueella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CM5H",2975672
Suaeda,Scrobipalpa salinella  Zeller; Scrobipalpa suaedivorella  ChrÃ©tien,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7PW5",7677792
Suaeda maritima,Scrobipalpa nitentella  Fuchs,species,accepted,"https://www.catalogueoflife.org/data/taxon/53CMP",3083541
Suaeda moquinii,Chionodes sistrella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/53CNF",8191063
Suaeda vera,Scrobipalpa suaedella  Richardson,species,accepted,"https://www.catalogueoflife.org/data/taxon/53CQG",6035538
Symphoricarpos,Athrips mouffetella  Linnaeus,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7QV6",7892576
Syzygium cumini,Idiophantis acanthopa  Meyrick; Semnostoma barathrota  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/545XT",3183840
Tamarindus,Anarsia patulella  Walker,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CM6H",2975767
